objectid,parentid,title,creator,date,estimatedate,description,object_transcript,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text
rome_02,,Rome 2,,,,,N. 528.a Roma Foro Romano Otto Colonne,Roman Forum,"Rome, Italy",41.89222616,12.48652279,"Point Ellice House Museum and Archives, Victoria, BC",975.1.8379,Image;StillImage,image/jpg,eng; ita,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/rome_02.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/rome_02_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/rome_02_th.jpg,
rome_03,,Rome 3,,,,,"N.. 541,b Roma. Tempio della Concordia, Foro Romano",Roman Forum; Temple of Concord,"Rome, Italy",41.89310013,12.48404484,"Point Ellice House Museum and Archives, Victoria, BC",975.1.8377,Image;StillImage,image/jpg,eng; ita,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/rome_03.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/rome_03_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/rome_03_th.jpg,
rome_04,,Rome 4,,,,,N. 581 Roma Colonna Foca,Roman Forum,"Rome, Italy",41.89222616,12.48652279,"Point Ellice House Museum and Archives, Victoria, BC",975.1.8366,Image;StillImage,image/jpg,eng; ita,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/rome_04.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/rome_04_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/rome_04_th.jpg,
rome_05,,Rome 5,,,,,"2207. Roma - Galleria Respigliosi - L'Aurora, affresco del Guido Reni",,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",975.1.8372,Image;StillImage,image/jpg,eng; ita,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/rome_05.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/rome_05_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/rome_05_th.jpg,
rome_06,,Rome 6,,,,,N. 622. Roma. Basilica di S. Paolo Chriostro,"St. Paul's Outside the Walls; Building, Interior","Rome, Italy",41.85883362,12.47699264,"Point Ellice House Museum and Archives, Victoria, BC",975.1.6285,Image;StillImage,image/jpg,eng; ita,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/rome_06.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/rome_06_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/rome_06_th.jpg,
rome_07,,Rome 7,,,,,"N. 831, Roma. Monte Pincio. Piazzale della Musica","Pincian Hill; Terrace of the Pincio; Panorama; Scenery, Nature","Rome, Italy",41.91113045,12.48117905,"Point Ellice House Museum and Archives, Victoria, BC",971.1.6286,Image;StillImage,image/jpg,eng; ita,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/rome_07.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/rome_07_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/rome_07_th.jpg,
rome_08,,Rome 8,,,,,,Monument to Christopher Colombus; Piazza Acquaverde; Monument,"Genoa, Italy",44.41689036,8.922385762,"Point Ellice House Museum and Archives, Victoria, BC",975.1.6268,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/rome_08.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/rome_08_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/rome_08_th.jpg,
rome_09,,Rome 9,,,,,"N. 559. Roma. Campidoglio, Marco Aurelio",Equestrian Statue of Marcus Aurelius; Statue; Monument; Capitoline Hill,"Rome, Italy",41.89347099,12.48243994,"Point Ellice House Museum and Archives, Victoria, BC",975.1.6270,Image;StillImage,image/jpg,eng; ita,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/rome_09.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/rome_09_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/rome_09_th.jpg,
rome_10,,Rome 10,,,,,N. 500 Roma. Arco di Constantino,Arch of Constantine,"Rome, Italy",41.88986711,12.49079308,"Point Ellice House Museum and Archives, Victoria, BC",975.1.8382,Image;StillImage,image/jpg,eng; ita,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/rome_10.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/rome_10_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/rome_10_th.jpg,
rome_11,,Rome 11,,,,,"N. 574, b Roma. Castel S. Angelo veduto dal Tevere","Mausoleum of Hadrian; Castel Sant'Angelo; Building, Exterior","Rome, Italy",41.9032067,12.46679917,"Point Ellice House Museum and Archives, Victoria, BC",975.1.8380,Image;StillImage,image/jpg,eng; ita,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/rome_11.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/rome_11_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/rome_11_th.jpg,
rome_12,,Rome 12,,,,,"N 743 Roma Via Appia, Selpolchro di Cecilia Metella","Tomb of Caecilia Metella; Via Appia; Building, Exterior","Rome, Italy",41.85223342,12.52105303,"Point Ellice House Museum and Archives, Victoria, BC",975.1.8381,Image;StillImage,image/jpg,eng; ita,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/rome_12.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/rome_12_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/rome_12_th.jpg,
rome_13,,Rome 13,,,,,568. Roma - Veduta generale degli Avanzi delle Terme di Antonino Caracalla (III Secolo),Baths of Caracalla,"Rome, Italy",41.87915001,12.49297584,"Point Ellice House Museum and Archives, Victoria, BC",975..1.838(3 or 5?),Image;StillImage,image/jpg,eng; ita,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/rome_13.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/rome_13_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/rome_13_th.jpg,
rome_14,,Rome 14,,,,,N. 577. Roma Foro Traiano,Trajan's Forum,"Rome, Italy",41.89501418,12.48558104,"Point Ellice House Museum and Archives, Victoria, BC",975.1.8378,Image;StillImage,image/jpg,eng; ita,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/rome_14.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/rome_14_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/rome_14_th.jpg,
swiss_01,,Switzerland 1,,,,,13522 Unreadable,Lion of Lucerne; Monument,"Lucerne, Switzerland",47.058583,8.311208796,"Point Ellice House Museum and Archives, Victoria, BC",975.1.6287,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/swiss_01.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/swiss_01_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/swiss_01_th.jpg,
swiss_02,,Switzerland 2,"Schroeder & Cie, Zurich",,,,1975. Lucerne depuis Musegg,Panorama,"Lucerne, Switzerland",47.05502312,8.306406687,"Point Ellice House Museum and Archives, Victoria, BC",975.1.8376,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/swiss_02.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/swiss_02_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/swiss_02_th.jpg,
swiss_03,,Switzerland 3,Photoglob,,,,2468. Lucerne Musegg et le Pilate,Panorama; Mount Pilatus; Musegg Wall,"Lucerne, Switzerland",47.05502312,8.306406687,"Point Ellice House Museum and Archives, Victoria, BC",975.1.8375,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/swiss_03.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/swiss_03_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/swiss_03_th.jpg,
swiss_04,,Switzerland 4,"Schroeder & Cie, Zurich",,,,"1893. Lucerne, le Gutsch et le Pilate",Château Gütsch; Panorama; Mount Pilatus,"Lucerne, Switzerland",47.05185385,8.295011125,"Point Ellice House Museum and Archives, Victoria, BC",975.1.8373,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/swiss_04.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/swiss_04_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/swiss_04_th.jpg,
swiss_05,,Switzerland 5,Photoglob,,,,63. Vitznau,"Panorama; Scenery, Nature","Vitznau, Switzerland",47.01017018,8.483249854,"Point Ellice House Museum and Archives, Victoria, BC",975.1.8374,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/swiss_05.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/swiss_05_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/swiss_05_th.jpg,
uniden_01,,Unidentified 1,,,,Pulpit in the Pisa Baptistery,,"Pisa Baptistery; Building, Interior","Pisa, Italy",43.72339771,10.394301,"Point Ellice House Museum and Archives, Victoria, BC",975.1.6271,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/uniden_01.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/uniden_01_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/uniden_01_th.jpg,
uniden_02,,Unidentified 2,,,,Ponte Santa Trinita,,"Scenery, City","Florence, Italy",43.76912273,11.25067582,"Point Ellice House Museum and Archives, Victoria, BC",975.1.8370,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/uniden_02.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/uniden_02_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/uniden_02_th.jpg,
venezia_01,,Venice 1,T. Filippi & C.,,,View of the Grand Canal from Ponte dell'Accademia,,"Grand Canal; Scenery, City","Venice, Italy",45.43181601,12.32945497,"Point Ellice House Museum and Archives, Victoria, BC",975.1.8391,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/venezia_01.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/venezia_01_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/venezia_01_th.jpg,
venezia_02,,Venice 2,T. Filippi & C.,,,,No 30 Rivo di Canonica,Rio de la Canonica,"Venice, Italy",45.43494653,12.34075091,"Point Ellice House Museum and Archives, Victoria, BC",975.1.8389,Image;StillImage,image/jpg,eng; ita,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/venezia_02.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/venezia_02_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/venezia_02_th.jpg,
venezia_03,,Venice 3,T. Filippi & C.,,,,97,Venetian Lagoon,"Venice, Italy",45.4121306,12.30935208,"Point Ellice House Museum and Archives, Victoria, BC",975.1.8390,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/venezia_03.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/venezia_03_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/venezia_03_th.jpg,
venezia_04,,Venice 4,Tomaso Filippi,,,,97,Venetian Lagoon,"Venice, Italy",45.4121306,12.30935208,"Point Ellice House Museum and Archives, Victoria, BC",975.1.8092,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/venezia_04.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/venezia_04_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/venezia_04_th.jpg,
venezia_05,,Venice 5,T. Filippi & C.,,,,,Bridge of Sighs,"Venice, Italy",45.43420119,12.34084747,"Point Ellice House Museum and Archives, Victoria, BC",975.1.8091,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/venezia_05.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/venezia_05_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/venezia_05_th.jpg,
venezia_06,,Venice 6,T. Filippi & C.,,,,,Doge's Palace; Column of San Marco; Piazza San Marco,"Venice, Italy",45.4338615,12.34076488,"Point Ellice House Museum and Archives, Victoria, BC",975.1.8084,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/venezia_06.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/venezia_06_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/venezia_06_th.jpg,
venezia_07,,Venice 7,T. Filippi & C.,,,,,Ca' d'Oro,"Venice, Italy",45.44097357,12.33390424,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/venezia_07.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/venezia_07_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/venezia_07_th.jpg,
venezia_08,,Venice 8,T. Filippi & C.,,,,47,"Rialto Bridge; Grand Canal; Scenery, City","Venice, Italy",45.43810455,12.33610182,"Point Ellice House Museum and Archives, Victoria, BC",975.1.8089?,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/venezia_08.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/venezia_08_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/venezia_08_th.jpg,
venezia_09,,Venice 9,T. Filippi & C.,,,,,"Riva degli Schiavoni; Grand Canal; Scenery, City","Venice, Italy",45.43412789,12.34421162,"Point Ellice House Museum and Archives, Victoria, BC",975.1.8093,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/venezia_09.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/venezia_09_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/venezia_09_th.jpg,
venezia_10,,Venice 10,T. Filippi & C.,,,,131,"Saint Mark's Basilica; Building, Interior","Venice, Italy",45.4346735,12.34008791,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/venezia_10.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/venezia_10_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/venezia_10_th.jpg,
venezia_11,,Venice 11,T. Filippi & C.,,,,,Column of San Marco; Column of San Todaro; Piazza San Marco,"Venice, Italy",45.4338615,12.34076488,"Point Ellice House Museum and Archives, Victoria, BC",975.1.8082,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/venezia_11.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/venezia_11_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/venezia_11_th.jpg,
venezia_12,,Venice 12,T. Filippi & C.,,,,,"Saint Mark's Basilica; Building, Exterior","Venice, Italy",45.4346735,12.34008791,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/venezia_12.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/venezia_12_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/venezia_12_th.jpg,
venezia_13,,Venice 13,T. Filippi & C.,,,Courtyard of the Doge's Palace,,Doge's Palace; Building Interior,"Venice, Italy",45.4338615,12.34076488,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/venezia_13.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/venezia_13_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/venezia_13_th.jpg,
venezia_14,,Venice 14,Tomaso Filippi,,,Venice Senate Hall,Venezia - Sala dei Pregadi Verso il Trono,Doge's Palace; Building Interior,"Venice, Italy",45.4338615,12.34076488,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/venezia_14.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/venezia_14_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/venezia_14_th.jpg,
venezia_15,,Venice 15,T. Filippi & C.,,,,,"Doge's Palace; Piazza San Marco; Grand Canal; Scenery, City","Venice, Italy",45.4338615,12.34076488,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/venezia_15.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/venezia_15_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/venezia_15_th.jpg,
phad_1,,Photograph,,,,,,,"Biarritz, France",,,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/index.php/Detail/objects/71682,,,,,,,image,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/media/bc_public/images/1/1/9/89272_ca_object_representations_media_11921_large.jpg,,,
phad_2,,Photograph,,,,,,,"Ty Gwyn, Wales",,,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/index.php/Detail/objects/71683,,,,,,,image,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/media/bc_public/images/1/1/9/51894_ca_object_representations_media_11922_large.jpg,,,
phad_3,,Photograph,,,,,,,"Wigtownshire, Scotland.",,,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/index.php/Detail/objects/8903,,,,,,,image,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/media/bc_public/images/1/1/9/58615_ca_object_representations_media_11942_large.jpg,,,
phad_4,,Photograph,,,,,,,"Barcelona, Spain",,,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/index.php/Detail/objects/8939,,,,,,,compound_object,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/media/bc_public/images/1/1/7/8171_ca_object_representations_media_11776_large.jpg,,,
phad_4b,phad_4,Photograph,,,,,,,,,,,,,,,,,image,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/media/bc_public/images/1/1/7/3109_ca_object_representations_media_11777_large.jpg,,,
phad_4c,phad_4,Photograph,,,,,,,,,,,,,,,,,image,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/media/bc_public/images/1/1/7/35205_ca_object_representations_media_11778_large.jpg,,,
phad_5,,Photograph,,,,,,,,,,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/index.php/Detail/objects/8965,,,,,,,compound_object,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/media/bc_public/images/1/1/9/39802_ca_object_representations_media_11933_large.jpg,,,
phad_5b,phad_5,Photograph,,,,,,,,,,,,,,,,,image,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/media/bc_public/images/1/1/9/37165_ca_object_representations_media_11934_large.jpg,,,
phad_5c,phad_5,Photograph,,,,,,,,,,,,,,,,,image,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/media/bc_public/images/1/1/9/11229_ca_object_representations_media_11935_large.jpg,,,
phad_5d,phad_5,Photograph,,,,,,,,,,,,,,,,,image,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/media/bc_public/images/1/1/9/45310_ca_object_representations_media_11936_large.jpg,,,
phad_5e,phad_5,Photograph,,,,,,,,,,,,,,,,,image,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/media/bc_public/images/1/1/9/85703_ca_object_representations_media_11937_large.jpg,,,
phad_5f,phad_5,Photograph,,,,,,,,,,,,,,,,,image,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/media/bc_public/images/1/1/9/63976_ca_object_representations_media_11938_large.jpg,,,
phad_5g,phad_5,Photograph,,,,,,,,,,,,,,,,,image,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/media/bc_public/images/1/1/9/10554_ca_object_representations_media_11939_large.jpg,,,
phad_6,,Photograph,,,,,,,"Rome, Italy",,,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/index.php/Detail/objects/8651,,,,,,,image,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/media/bc_public/images/1/5/3/67601_ca_object_representations_media_15306_large.jpg,,,
phad_7,,Photograph,,,,,,,,,,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/index.php/Detail/objects/8650,,,,,,,image,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/media/bc_public/images/1/5/3/56689_ca_object_representations_media_15304_large.jpg,,,
phad_8,,Photograph,,,,,,,,,,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/index.php/Detail/objects/8652,,,,,,,image,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/media/bc_public/images/1/5/3/18753_ca_object_representations_media_15302_large.jpg,,,
phad_9,,Photograph,,,,,,,,,,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/index.php/Detail/objects/8653,,,,,,,image,,,,
phad_10,,Photograph,,,,,,,,,,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/index.php/Detail/objects/8654,,,,,,,image,,,,
phad_11,,Photograph,,,,,,,,,,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/index.php/Detail/objects/8655,,,,,,,image,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/media/bc_public/images/1/5/3/70178_ca_object_representations_media_15300_large.jpg,,,
phad_12,,Photograph,,,,,,,"Dublin, Ireland",,,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/index.php/Detail/objects/8926,,,,,,,image,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/media/bc_public/images/1/1/9/21507_ca_object_representations_media_11962_large.jpg,,,
phad_13,,Photograph,,,,,,,"Dublin, Ireland",,,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/index.php/Detail/objects/8925,,,,,,,image,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/media/bc_public/images/1/1/9/35059_ca_object_representations_media_11961_large.jpg,,,
phad_14,,Photograph,,,,,,,"Dublin, Ireland",,,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/index.php/Detail/objects/8924,,,,,,,image,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/media/bc_public/images/1/1/9/63413_ca_object_representations_media_11960_large.jpg,,,
phad_15,,Photograph,,,,,,,"Dublin, Ireland",,,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/index.php/Detail/objects/8927,,,,,,,image,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/media/bc_public/images/1/1/9/4610_ca_object_representations_media_11963_large.jpg,,,
phad_16,,Photograph,,,,,,,"Dublin, Ireland",,,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/index.php/Detail/objects/8922,,,,,,,image,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/media/bc_public/images/1/1/9/75954_ca_object_representations_media_11964_large.jpg,,,
phad_17,,Photograph,,,,,,,"Dublin, Ireland",,,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/index.php/Detail/objects/8923,,,,,,,image,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/media/bc_public/images/1/1/9/85415_ca_object_representations_media_11965_large.jpg,,,
phad_18,,Photograph,,,,,,,"Dublin, Ireland",,,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/index.php/Detail/objects/8928,,,,,,,image,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/media/bc_public/images/1/1/9/62125_ca_object_representations_media_11966_large.jpg,,,
phad_19,,Photograph,,,,,,,"Guadalupe, Spain",,,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/index.php/Detail/objects/8681,,,,,,,multiple,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/media/bc_public/images/1/5/3/87331_ca_object_representations_media_15352_large.jpg,,,
phad_19b,phad_19,,,,,,,,,,,,,,,,,,image,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/media/bc_public/images/1/5/3/36245_ca_object_representations_media_15353_large.jpg,,,
phad_20,,Photograph,,,,,,,"Guadalupe, Spain",,,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/index.php/Detail/objects/8682,,,,,,,multiple,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/media/bc_public/images/1/5/3/7436_ca_object_representations_media_15356_large.jpg,,,
phad_20b,phad_20,,,,,,,,,,,,,,,,,,image,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/media/bc_public/images/1/5/3/12126_ca_object_representations_media_15357_large.jpg,,,
phad_21,,Photograph,,,,,,,"Guadalupe, Spain",,,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/index.php/Detail/objects/8683,,,,,,,multiple,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/media/bc_public/images/1/5/3/41032_ca_object_representations_media_15364_large.jpg,,,
phad_21b,phad_21,,,,,,,,,,,,,,,,,,image,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/media/bc_public/images/1/5/3/57098_ca_object_representations_media_15365_large.jpg,,,
phad_22,,Photograph,,,,,,,"Guadalupe, Spain",,,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/index.php/Detail/objects/8684,,,,,,,multiple,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/media/bc_public/images/1/5/3/68629_ca_object_representations_media_15362_large.jpg,,,
phad_22b,phad_22,,,,,,,,,,,,,,,,,,image,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/media/bc_public/images/1/5/3/87333_ca_object_representations_media_15363_large.jpg,,,
phad_23,,Photograph,,,,,,,"Guadalupe, Spain",,,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/index.php/Detail/objects/8685,,,,,,,multiple,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/media/bc_public/images/1/5/3/34172_ca_object_representations_media_15366_large.jpg,,,
phad_23b,phad_23,,,,,,,,,,,,,,,,,,image,https://apps.nrs.gov.bc.ca/pub/heritageartifactcollection/media/bc_public/images/1/5/3/92678_ca_object_representations_media_15367_large.jpg,,,
