objectid,parentid,title,creator,date,estimatedate,description,object_transcript,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text
red_10c,red_01,Page 8 Top Right of Red Album,,,1884,,,"Archbasilica of Saint John Lateran; Building, Interior; Lateran Cloister","Rome, Italy",41.88601686,12.50596267,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_10c.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_10c_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_10c_th.jpg,
red_10d,red_01,Page 8 Bottom Right of Red Album,,,1884,,St John Lateran,"Archbasilica of Saint John Lateran; Building, Exterior","Rome, Italy",41.88601686,12.50596267,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_10d.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_10d_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_10d_th.jpg,
red_11,red_01,Page 9 of Red Album,,,1884,,,,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_11.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_11_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_11_th.jpg,
red_11a,red_01,Page 9 Top Left of Red Album,,,1884,,St. Peter's,"St. Peter's Basilica; Building, Interior","Rome, Italy",41.90226833,12.45393703,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_11a.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_11a_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_11a_th.jpg,
red_11b,red_01,Page 9 Top Right of Red Album,,,1884,,,St. Peter's Square,"Rome, Italy",41.90228679,12.4567495,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_11b.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_11b_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_11b_th.jpg,
red_11c,red_01,Page 9 Bottom of Red Album,,,1884,,,"Archbasilica of Saint John Lateran; Building, Interior","Rome, Italy",41.88601686,12.50596267,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_11c.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_11c_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_11c_th.jpg,
red_12,red_01,Page 10 of Red Album,,,1884,,,,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_12.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_12_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_12_th.jpg,
red_12a,red_01,Page 10 Top Left of Red Album,,,1884,,St John Lateran,"Archbasilica of Saint John Lateran; Building, Exterior","Rome, Italy",41.88601686,12.50596267,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_12a.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_12a_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_12a_th.jpg,
red_12b,red_01,Page 10 Top Right of Red Album,,,1884,,,"Basilica Santa Maria Maggiore; Building, Interior","Rome, Italy",41.89773641,12.49864301,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_12b.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_12b_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_12b_th.jpg,
red_12c,red_01,Page 10 Bottom of Red Album,,,1884,,"Printed: 921 Roma _____ di S. M. Maggiore
Handwritten: S. Maria Maggiore","Basilica Santa Maria Maggiore; Building, Exterior","Rome, Italy",41.89773641,12.49864301,"Point Ellice House Museum and Archives, Victoria, BC",,,,eng; ita,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_12c.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_12c_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_12c_th.jpg,
red_13,red_01,Page 11 of Red Album,,,1884,,,,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_13.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_13_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_13_th.jpg,
red_13a,red_01,Page 11 Top Left of Red Album,,,1884,,St Paul outside the walls,"St. Paul's Outside the Walls; Building, Exterior","Rome, Italy",41.85883362,12.47699264,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_13a.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_13a_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_13a_th.jpg,
red_13b,red_01,Page 11 Bottom Left of Red Album,,,1884,,,"St. Paul's Outside the Walls; Building, Interior","Rome, Italy",41.85883362,12.47699264,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_13b.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_13b_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_13b_th.jpg,
red_13c,red_01,Page 11 Top Right of Red Album,,,1884,,,"St. Paul's Outside the Walls; Building, Interior; Cloisters","Rome, Italy",41.85883362,12.47699264,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_13c.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_13c_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_13c_th.jpg,
red_13d,red_01,Page 11 Bottom Right of Red Album,,,1884,,St Paul's interior,"St. Paul's Outside the Walls; Building, Interior","Rome, Italy",41.85883362,12.47699264,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_13d.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_13d_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_13d_th.jpg,
red_14,red_01,Page 12 of Red Album,,,1884,,The Pantheon,"Pantheon; Building, Exterior","Rome, Italy",41.89873056,12.47707674,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_14.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_14_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_14_th.jpg,
red_15,red_01,Page 13 of Red Album,,,1884,,,,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_15.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_15_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_15_th.jpg,
red_15a,red_01,Page 13 Top Left of Red Album,,,1884,,,Le Colonnacce; Forum of Nerva,"Rome, Italy",41.89359859,12.48745626,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_15a.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_15a_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_15a_th.jpg,
red_15b,red_01,Page 13 Top Middle of Red Album,,,1884,,,"Basilica di Santa Maria sopra Minerva; Building, Interior","Rome, Italy",41.89773641,12.49864301,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_15b.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_15b_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_15b_th.jpg,
red_15c,red_01,Page 13 Top Right of Red Album,,,1884,,,Pyramid of Cestius,"Rome, Italy",41.8767035,12.48100154,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_15c.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_15c_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_15c_th.jpg,
red_15d,red_01,Page 13 Bottom of Red Album,,,1884,,,"Mausoleum of Hadrian; Castel Sant'Angelo; Building, Exterior","Rome, Italy",41.9032067,12.46679917,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_15d.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_15d_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_15d_th.jpg,
red_16,red_01,Page 14 of Red Album,,,1884,,,,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_16.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_16_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_16_th.jpg,
red_16a,red_01,Page 14 Top of Red Album,,,1884,,Arch of Constantine,Arch of Constantine; Roman Forum,"Rome, Italy",41.88986711,12.49079308,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_16a.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_16a_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_16a_th.jpg,
red_16b,red_01,Page 14 Bottom of Red Album,,,1884,,Arch of Severus,Arch of Severus; Roman Forum,"Rome, Italy",41.89297102,12.48508742,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_16b.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_16b_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_16b_th.jpg,
red_17,red_01,Page 15 of Red Album,,,1884,,No 36 Arco di Giano,Arch of Janus,"Rome, Italy",41.88951107,12.48316068,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_17.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_17_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_17_th.jpg,
red_18,red_01,Page 16 of Red Album,,,1884,,Arch of Titus,Arch of Titus; Roman Forum,"Rome, Italy",41.89086499,12.48896063,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_18.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_18_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_18_th.jpg,
red_19,red_01,Page 17 of Red Album,,,1884,,Arch of Constantine,Arch of Constantine; Roman Forum,"Rome, Italy",41.88986711,12.49079308,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_19.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_19_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_19_th.jpg,
red_20,red_01,Page 18 of Red Album,,,1884,,,,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_20.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_20_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_20_th.jpg,
red_20a,red_01,Page 18 Top of Red Album,,,1884,,,Roman Forum,"Rome, Italy",41.89222616,12.48652279,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_20a.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_20a_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_20a_th.jpg,
red_20b,red_01,Page 18 Bottom of Red Album,,,1884,,972 Roma Colosseo Interno,Colosseum,"Rome, Italy",41.89025447,12.49221577,"Point Ellice House Museum and Archives, Victoria, BC",,,,eng; ita,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_20b.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_20b_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_20b_th.jpg,
red_21,red_01,Page 19 of Red Album,,,1884,,Baths of Caracalla,Baths of Caracalla,"Rome, Italy",41.87915001,12.49297584,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_21.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_21_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_21_th.jpg,
red_22,red_01,Page 20 of Red Album,,,1884,,Baths of Caracalla,Baths of Caracalla,"Rome, Italy",41.87915001,12.49297584,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_22.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_22_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_22_th.jpg,
red_22a,red_01,Page 20 Top of Red Album,,,1884,,,Baths of Caracalla,"Rome, Italy",41.87915001,12.49297584,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_22a.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_22a_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_22a_th.jpg,
red_22b,red_01,Page 20 Bottom of Red Album,,,1884,,,Baths of Caracalla,"Rome, Italy",41.87915001,12.49297584,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_22b.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_22b_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_22b_th.jpg,
red_23,red_01,Page 21 of Red Album,,,1884,,,Baths of Caracalla,"Rome, Italy",41.87915001,12.49297584,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_23.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_23_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_23_th.jpg,
red_24,red_01,Page 22 of Red Album,,,1884,,Roma No 1678 Gladiatorem ____ M. Capatalino,Statue,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,eng; ita,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_24.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_24_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_24_th.jpg,
red_25,red_01,Page 23 of Red Album,,,1884,,,,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_25.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_25_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_25_th.jpg,
red_25a,red_01,Page 23 Left of Red Album,,,1884,,Hard to Read,Statue,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_25a.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_25a_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_25a_th.jpg,
red_25b,red_01,Page 23 Right of Red Album,,,1884,,,Statue,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_25b.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_25b_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_25b_th.jpg,
red_26,red_01,Page 24 of Red Album,,,1884,,,Statue,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_26.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_26_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_26_th.jpg,
red_27,red_01,Page 25 of Red Album,,,1884,,,Statue,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_27.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_27_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_27_th.jpg,
red_28,red_01,Page 26 of Red Album,,,1884,,,,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_28.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_28_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_28_th.jpg,
red_28a,red_01,Page 26 Left of Red Album,,,1884,,,Statue,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_28a.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_28a_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_28a_th.jpg,
red_28b,red_01,Page 26 Right of Red Album,,,1884,,,Statue,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_28b.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_28b_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_28b_th.jpg,
red_29,red_01,Page 27 of Red Album,,,1884,,,,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_29.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_29_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_29_th.jpg,
red_29a,red_01,Page 27 Top Left of Red Album,,,1884,,,Statue,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_29a.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_29a_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_29a_th.jpg,
red_29b,red_01,Page 27 Bottom Left of Red Album,,,1884,,,Statue,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_29b.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_29b_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_29b_th.jpg,
red_29c,red_01,Page 27 Middle of Red Album,,,1884,,,Statue,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_29c.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_29c_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_29c_th.jpg,
red_29d,red_01,Page 27 Top Right of Red Album,,,1884,,,Statue,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_29d.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_29d_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_29d_th.jpg,
red_29e,red_01,Page 27 Bottom Right of Red Album,,,1884,,,Statue,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_29e.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_29e_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_29e_th.jpg,
red_30,red_01,Page 28 of Red Album,,,1884,,,Statue,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_30.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_30_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_30_th.jpg,
red_31,red_01,Page 29 of Red Album,,,1884,,,Statue,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_31.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_31_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_31_th.jpg,
red_32,red_01,Page 30 of Red Album,,,1884,,,,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,Image;StillImage,image/jpg,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_32.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_32_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_32_th.jpg,
red_32a,red_01,Page 30 Top Left of Red Album,,,1884,,,Statue,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_32a.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_32a_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_32a_th.jpg,
red_32b,red_01,Page 30 Top Middle of Red Album,,,1884,,,Statue,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_32b.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_32b_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_32b_th.jpg,
red_32c,red_01,Page 30 Top Right of Red Album,,,1884,,,Statue,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_32c.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_32c_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_32c_th.jpg,
red_32d,red_01,Page 30 Middle  of Red Album,,,1884,,,"Gallery of Statues; Vatican Museums; Pio Clementino Museum; Building, Interior","Rome, Italy",41.90539622,12.45530316,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_32d.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_32d_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_32d_th.jpg,
red_32e,red_01,Page 30 Bottom Left of Red Album,,,1884,,,Statue,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_32e.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_32e_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_32e_th.jpg,
red_32f,red_01,Page 30 Bottom Middle of Red Album,,,1884,,,"Hall of the Muses; Vatican Museums; Pio Clementino Museum; Building, Interior","Rome, Italy",41.90539622,12.45530316,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_32f.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_32f_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_32f_th.jpg,
red_32g,red_01,Page 30 Bottom Right of Red Album,,,1884,,,Statue,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_32g.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_32g_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_32g_th.jpg,
red_33,red_01,Page 31 of Red Album,,,1884,,19792 p^1 1^_ - No  ROMA - CHIESA DI S PIETRO IN VINCULIS IG MOSE (MICHELANGIOLO),Statue,"Rome, Italy",,,"Point Ellice House Museum and Archives, Victoria, BC",,,,eng; ita,,,image,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/red_33.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/small/red_33_sm.jpg,https://tdjacklin.ca/wp-content/uploads/CollectionBuilder/thumbs/red_33_th.jpg,
